Random Item Generation By Treasure Level 1 - 6								
								
Item #	Pic File	1	2	3	4	5	6	
2115	map	0	0	0	0	0	0	Map
2116	map	0	0	0	0	0	0	Map
2117	map	0	0	0	0	0	0	Map
2118	axe4	0	0	0	0	0	0	Snergle's Axe
2119	lshield3	0	0	0	0	0	0	Lord Kilburn's Shield
2120	scroll5	0	0	0	0	0	0	Name of Message
2121	scroll5	0	0	0	0	0	0	Name of Message
2122	scroll5	0	0	0	0	0	0	Letter from Zenofex
2123	scroll5	0	0	0	0	0	0	Enemies List
2124	scroll5	0	0	0	0	0	0	Orders from the Shadow Guild
2125	scroll5	0	0	0	0	0	0	The Letter
2126	scroll5	0	0	0	0	0	0	Devil Plans
2127	scroll5	0	0	0	0	0	0	Missive from the Archbishop
2128	scroll5	0	0	0	0	0	0	Discharge Papers
2129	scroll5	0	0	0	0	0	0	Letter from Zenofex
2130	scroll5	0	0	0	0	0	0	Letter from Cedric Druthers
2131	scroll5	0	0	0	0	0	0	Scrap of Paper
2132	scroll5	0	0	0	0	0	0	Letter to Snergle
2133	scroll5	0	0	0	0	0	0	Letter from the Prince of Thieves
2134	scroll5	0	0	0	0	0	0	Name of Message
2135	scroll5	0	0	0	0	0	0	Elegant Letter
2136	scroll5	0	0	0	0	0	0	Letter to the Prince of Thieves
2137	scroll5	0	0	0	0	0	0	Name of Message
2138	scroll5	0	0	0	0	0	0	Diary Page
2139	scroll5	0	0	0	0	0	0	Page from Agar's Journal
2140	scroll5	0	0	0	0	0	0	Remains of a Journal
2141	scroll5	0	0	0	0	0	0	Letter from the Dragon Riders
2142	scroll5	0	0	0	0	0	0	Letter from the Temple of Baa
2143	scroll5	0	0	0	0	0	0	Magical Ritual Notes
2144	scroll5	0	0	0	0	0	0	Name of Message
2145	scroll5	0	0	0	0	0	0	Orders from Snergle
2146	scroll5	0	0	0	0	0	0	Name of Message
2147	scroll5	0	0	0	0	0	0	Page from Corlagon's Diary
2148	scroll5	0	0	0	0	0	0	Letter to Marcus
2149	scroll5	0	0	0	0	0	0	Scrap from Gharik's Journal
2150	scroll5	0	0	0	0	0	0	Remnants of a Letter
2151	scroll5	0	0	0	0	0	0	Letter to Terrax
2152	scroll5	0	0	0	0	0	0	Loose Page
2153	scroll5	0	0	0	0	0	0	Journal Fragment
2154	scroll5	0	0	0	0	0	0	Letter to Agar
2155	scroll5	0	0	0	0	0	0	Letter to Gharik
2156	scroll5	0	0	0	0	0	0	Spiral Instructions
2157	scroll5	0	0	0	0	0	0	Captain's Code
2158	scroll5	0	0	0	0	0	0	First Mate's Code
2159	scroll5	0	0	0	0	0	0	Navigator's Code
2160	scroll5	0	0	0	0	0	0	Communication Officer's Code
2161	scroll5	0	0	0	0	0	0	Engineer's Code
2162	scroll5	0	0	0	0	0	0	Doctor's Code
2163	scroll5	0	0	0	0	0	0	Goblinwatch Code
2164	scroll5	0	0	0	0	0	0	Ritual of the Void
2165	scroll5	0	0	0	0	0	0	Roland's Journal
2166	scroll5	0	0	0	0	0	0	Proclamation
2167	scroll5	0	0	0	0	0	0	Name of Message
2168	scroll5	0	0	0	0	0	0	Name of Message
2169	scroll5	0	0	0	0	0	0	Name of Message
2170	memcryst	0	0	0	0	0	0	Memory Crystal Alpha
2171	memcryst	0	0	0	0	0	0	Memory Crystal Beta
2172	memcryst	0	0	0	0	0	0	Memory Crystal Delta
2173	memcryst	0	0	0	0	0	0	Memory Crystal Epsilon
2174	pouch1	0	0	0	0	0	0	Pouch of Bat Guano
2175	keys1	0	0	0	0	0	0	Bathhouse Key
2176	keys2	0	0	0	0	0	0	Store Room Key
2177	keys3	0	0	0	0	0	0	Treasure Room Key
2178	keys4	0	0	0	0	0	0	Secret Door Key
2179	keys5	0	0	0	0	0	0	Chest Key
2180	keys6	0	0	0	0	0	0	Guild Key
2181	keys1	0	0	0	0	0	0	Bathhouse Key
2182	keys2	0	0	0	0	0	0	Store Room Key
2183	keys3	0	0	0	0	0	0	Treasure Room Key
2184	keys4	0	0	0	0	0	0	Warlord's Key
2185	keys5	0	0	0	0	0	0	Storage Key
2186	keys6	0	0	0	0	0	0	Cell Key
2187	keys1	0	0	0	0	0	0	High Cleric's Key
2188	keys2	0	0	0	0	0	0	Treasure Room Key
2189	keys3	0	0	0	0	0	0	Teleporter Key
2190	keys4	0	0	0	0	0	0	Hive Sanctum Key
2191	keys5	0	0	0	0	0	0	Storage Key
2192	keys6	0	0	0	0	0	0	Cell Key
2193	keys1	0	0	0	0	0	0	Water Temple Key
2194	keys2	0	0	0	0	0	0	Flame Door Key
2195	keys3	0	0	0	0	0	0	Back Door Key
2196	keys4	0	0	0	0	0	0	Bibliotheca Chest Key
2197	keys5	0	0	0	0	0	0	VARN Chest Key
2198	keys6	0	0	0	0	0	0	Sewer Key
2199	amulet5	0	0	0	0	0	0	Fire Amulet
2200	scroll4	0	0	0	0	0	0	Dark Containment
								
								
								
								
Bonus chance by level %		1	2	3	4	5	6	
	Standard	0	40	40	40	40	75	
	Special	0	0	10	15	20	25	
Weapons	Special %	0	0	10	20	30	50	
								
